iter,time,reward,steps,convergence
1,348.149607,-299.0,300.0,11.11563
2,147.79648300000002,-299.0,300.0,11.27726894
3,91.85584400000002,-299.0,300.0,12.4601024533
4,45.08873800000002,-299.0,300.0,13.103707534018863
5,105.03462400000008,-299.0,300.0,13.48316265561829
6,38.85795300000006,-299.0,300.0,13.398213805411846
7,20.521977000000025,-299.0,300.0,13.83979968101695
8,34.82028100000001,-299.0,300.0,14.185821696231164
9,41.91301100000011,-299.0,300.0,14.763592539036901
10,44.70973099999998,-299.0,300.0,14.824536175296108
11,39.24710399999998,-299.0,300.0,14.026760174613988
12,79.10123800000002,-299.0,300.0,13.621133983643466
13,20.673697999999963,-299.0,300.0,12.628856252164383
14,12.283915000000034,-299.0,300.0,11.456420919092292
15,29.111091000000087,-299.0,300.0,10.754615780860794
16,26.543575999999902,-299.0,300.0,10.39855924872757
17,7.534382000000006,-160.0,262.0,9.649003243858745
18,8.108985999999874,-299.0,300.0,8.781342942684002
19,16.302158000000013,-299.0,300.0,7.593636000389085
20,24.00567600000003,-299.0,300.0,7.203524132062157
21,24.177895999999865,-299.0,300.0,6.447740604350488
22,29.094940000000015,-299.0,300.0,6.183028833163126
23,5.146630999999902,-299.0,300.0,5.789043215149124
24,10.824535999999885,-299.0,300.0,5.619878657312934
25,6.887056999999919,-299.0,300.0,5.391904118557287
26,13.042173000000101,-299.0,300.0,5.365674563064546
27,8.619173000000036,-25.0,127.0,5.355932322674447
28,6.5155429999999015,-299.0,300.0,5.645090130503214
29,4.460225000000095,-299.0,300.0,5.664307824507311
30,9.271531,-299.0,300.0,5.411453452119722
31,19.140949000000074,-80.0,182.0,5.2433242039693555
32,4.754321000000061,-299.0,300.0,4.937554391431801
33,6.560044000000209,-17.0,119.0,4.836030565670989
34,5.132659000000039,-299.0,300.0,5.308410105917263
35,4.947500000000105,-299.0,300.0,5.360114911037396
36,13.678188999999952,-299.0,300.0,5.18787229070068
37,7.159338999999987,-299.0,300.0,5.053572457573263
38,5.73279800000015,-299.0,300.0,4.715520244399239
39,5.36528699999983,-299.0,300.0,4.74989312354444
40,6.289293000000029,-24.0,126.0,4.533312237337635
41,3.2907959999999292,-50.0,152.0,4.390914102630873
42,3.823958999999988,-299.0,300.0,4.761477031343622
43,15.50253300000004,-55.0,157.0,4.51644616382916
44,8.348902999999908,-31.0,133.0,4.2644426677784875
45,10.29131399999983,-299.0,300.0,4.216349222215164
46,7.4818160000000855,22.0,80.0,4.190676730414654
47,15.099177000000186,21.0,81.0,4.240245613128718
48,7.449782000000127,-41.0,143.0,4.377099489297263
49,5.897284999999863,24.0,78.0,4.27126953678833
50,8.608881999999873,-299.0,300.0,4.442042436493649
51,6.220765999999989,-39.0,141.0,4.533542410534173
52,7.96585900000002,-61.0,163.0,4.272585293593279
53,7.815636999999986,34.0,68.0,4.071068568605287
54,28.237285999999973,9.0,93.0,3.989414727657029
55,7.276013999999886,5.0,97.0,4.134300523090707
56,8.78662100000005,11.0,91.0,4.128878730224191
57,13.049895999999839,-10.0,112.0,4.171536713627499
58,8.29707600000007,29.0,73.0,3.9447698002120632
59,17.657558000000016,19.0,83.0,4.0151775037321675
60,4.389415000000119,11.0,91.0,4.301595084850714
61,3.9093649999999425,0.0,102.0,4.761068682609604
62,3.443886000000118,10.0,92.0,5.093152590169759
63,3.3299520000000804,21.0,81.0,5.486956429183882
64,3.1978759999999884,-106.0,208.0,5.52614662030667
65,3.198028999999991,26.0,76.0,5.3848794517311855
66,3.179521000000074,-24.0,126.0,5.407084277458134
67,2.561030999999936,24.0,78.0,5.0036133980781665
68,3.650435000000174,25.0,77.0,5.238094394417545
69,4.871124999999976,22.0,80.0,5.173291969175661
70,3.9534490000001643,12.0,90.0,5.149048173569215
71,3.6951100000000014,0.0,102.0,4.903146785228477
72,3.547760000000011,5.0,97.0,4.710023901711829
73,3.2517610000000197,19.0,83.0,4.447026548397202
74,3.597648999999814,27.0,75.0,4.362188303607883
75,3.809876999999906,27.0,75.0,4.479074148962819
76,3.9183280000001375,25.0,77.0,4.60313049018618
77,4.073210000000049,30.0,72.0,4.709391719826212
78,2.8490169999999537,10.0,92.0,4.6413985246765455
79,3.313914000000029,26.0,76.0,4.480710540331977
80,3.682373000000183,28.0,74.0,4.230743488483573
81,5.598264999999936,-43.0,145.0,4.279013549512942
82,3.7210279999999596,5.0,97.0,4.173976785214913
83,4.136783999999949,23.0,79.0,4.368549922570212
84,2.8477719999999707,28.0,74.0,4.45974359954184
85,3.528218999999888,-17.0,119.0,4.362741705803447
86,5.082970999999992,0.0,102.0,4.372252111949079
87,2.90102400000003,32.0,70.0,4.6864363475679
88,3.3498000000000694,4.0,98.0,4.788452395322122
89,3.151115999999954,19.0,83.0,5.033166525141476
90,3.9729230000000726,26.0,76.0,5.198369657756049
91,4.641717999999795,32.0,70.0,4.926795476737598
92,4.1442680000001175,29.0,73.0,5.00730920282445
93,2.7701220000000415,22.0,80.0,4.997480461992984
94,2.24404300000014,9.0,93.0,5.4217272609838885
95,1.6924529999999827,27.0,75.0,5.405602186164867
96,1.4739280000000132,7.0,95.0,5.307498022209328
97,3.500808999999938,10.0,92.0,5.199541753252794
98,4.207141000000192,5.0,97.0,4.873710314950305
99,2.0049129999999415,-18.0,120.0,4.778440304194813
100,1.4599440000000463,25.0,77.0,4.782664797052309
101,2.1416629999999603,15.0,87.0,4.7344766666688365
102,2.8434349999999498,14.0,88.0,4.571534616159829
103,3.135998999999945,22.0,80.0,4.464318149446591
104,3.423337000000082,20.0,82.0,3.9940475587662903
105,5.039291999999973,23.0,79.0,3.9682269601330296
106,3.651635999999847,29.0,73.0,4.007914054126774
107,3.3141700000003382,26.0,76.0,3.6439540603377116
108,2.97771899999999,19.0,83.0,3.971365065507782
109,10.296214999999886,15.0,87.0,3.9631157176813936
110,4.7250860000001005,28.0,74.0,4.038795885659465
111,1.7455330000002434,26.0,76.0,4.196645446110964
112,1.8596800000003633,20.0,82.0,4.497157789165933
113,1.591245999999824,25.0,77.0,4.418272911846932
114,3.154732000000049,17.0,85.0,4.202371466696208
115,7.61967100000005,24.0,78.0,4.031878980285617
116,2.2789630000001893,10.0,92.0,4.285710468656708
117,2.7340609999999543,10.0,92.0,4.483916055183913
118,3.3702670000002044,19.0,83.0,4.215549428813751
119,2.942714000000013,31.0,71.0,4.419690367070017
120,1.9536119999998824,5.0,97.0,3.9772935452063196
121,4.166056999999945,13.0,89.0,3.811851115299008
122,3.701996999999846,26.0,76.0,3.700652242291825
123,3.071836000000161,19.0,83.0,3.668655318017701
124,1.8369830000000142,-55.0,157.0,4.08596238825726
125,1.8185470000000592,32.0,70.0,4.109460178302213
126,1.3721580000001232,-1.0,103.0,3.816715005329592
