iter,time,reward,steps,convergence,policy
1,2.95839500000028,-1184.0,1286.0,9.99
2,2.2508539999996913,-418.0,520.0,9.80817538567153
3,0.9820979999979329,-731.0,833.0,9.69917538567153
4,1.03664299999906,-10448.0,10550.0,9.315266981613643
5,2.808660999999546,-190.0,292.0,8.869749417961543
6,1.4921729999990418,-170.0,272.0,8.318880191403343
7,1.3892790000014088,-1039.0,1141.0,7.852835286669579
8,0.9401609999990512,-154.0,256.0,7.222172689887569
9,1.53235200000168,71.0,31.0,6.806806839168557
10,1.3897390000003895,-30.0,132.0,6.133155843197811
11,0.4913789999996254,52.0,50.0,5.750801667070253
12,0.336297000000485,-67.0,169.0,5.32019493793743
13,0.9642100000029075,-241.0,343.0,4.749701551583188
14,0.4486069999991571,26.0,76.0,4.746124622060995
15,1.464649000002538,21.0,81.0,4.583449746078431
16,1.281131000002489,23.0,79.0,4.709964424519375
17,0.33111500000160277,71.0,31.0,4.85977693307179
18,0.6526210000004085,74.0,28.0,4.884196688490033
19,0.9219980000025885,81.0,21.0,4.874571886778036
20,1.6570010000016566,64.0,38.0,5.10232162788441
21,0.6683109999983117,89.0,13.0,4.922084174702237
22,0.5465019999988385,57.0,45.0,4.963125718296161
23,1.0083929999993302,78.0,24.0,5.180049990035779
24,0.389214000001914,77.0,25.0,4.949264739125887
25,0.8692470000006836,80.0,22.0,5.050568622211904
26,1.480743999998424,70.0,32.0,4.95280794677853
27,1.1567319999983283,83.0,19.0,4.814198342702791
28,0.9634540000007519,84.0,18.0,4.883504159521002
29,0.7315850000004787,84.0,18.0,4.7077101063086735
30,0.5799380000013343,86.0,16.0,4.473427839322134
31,0.19632200000074818,89.0,13.0,4.464968302747647
32,0.7831480000000113,55.0,47.0,4.608296043680679
33,1.0923379999994154,80.0,22.0,4.493544127224399
34,0.6288989999987393,87.0,15.0,4.54592051598887
35,0.5119559999968715,84.0,18.0,4.3205490989927124
36,0.6247160000008023,88.0,14.0,4.188704363111727
37,0.8178970000010111,87.0,15.0,4.030126644032539
