iter,time,reward,steps,convergence
1,409.21012,-299.0,300.0,9.892881
2,364.52575900000005,-299.0,300.0,9.61611461
3,101.19255000000005,-299.0,300.0,9.2019338341
4,143.19887399999988,-299.0,300.0,8.676447405621
5,80.13244200000003,-299.0,300.0,8.174614057502762
6,60.57882700000006,-299.0,300.0,7.570854480831448
7,98.85422200000016,-299.0,300.0,7.197627089996791
8,19.078166000000117,-299.0,300.0,6.447305632794669
9,41.13023400000016,-299.0,300.0,5.74723151870594
10,29.916267999999803,-299.0,300.0,5.1207109687811805
11,15.181298999999981,-299.0,300.0,4.69676948960491
12,13.8758080000001,-299.0,300.0,4.338522596368971
13,37.58025199999992,-299.0,300.0,4.082371911164424
14,32.31112200000008,-299.0,300.0,3.9667093408549987
15,235.47612200000012,-299.0,300.0,3.8482755528550507
16,12.036083000000142,-299.0,300.0,3.8589910378560646
17,20.51992800000013,-299.0,300.0,3.4151602318817553
18,13.885969000000165,-299.0,300.0,3.5279285829186025
19,18.42290599999985,-299.0,300.0,3.5730513714160415
20,21.425126999999875,-299.0,300.0,3.4797208561428534
21,21.147394999999847,-299.0,300.0,3.322955031319002
22,8.255866999999917,-299.0,300.0,3.344378311623187
23,28.356818999999867,-299.0,300.0,3.2857392177572655
24,8.984825000000196,-299.0,300.0,3.244058075253043
25,13.742995000000313,-299.0,300.0,3.072216842399837
26,17.598720000000068,-299.0,300.0,2.897722425124029
27,16.130262999999978,-299.0,300.0,3.046549329319035
28,10.74521500000003,-299.0,300.0,2.904378407614272
29,9.124719999999975,-299.0,300.0,2.869568060190909
30,13.610321000000258,-299.0,300.0,2.808824426735266
31,8.034337000000225,-299.0,300.0,2.6874230686332194
32,7.24203000000001,-299.0,300.0,2.5863686988939536
33,8.129954000000161,-299.0,300.0,2.7003484543311767
34,5.502959999999835,-299.0,300.0,2.642200842549514
35,15.789046999999723,-299.0,300.0,2.592480737733457
36,5.962563000000198,-299.0,300.0,2.5590477457603673
37,6.707114999999764,-299.0,300.0,2.4695851805077007
38,17.865725999999693,-299.0,300.0,2.473583240615002
39,6.721662999999989,-299.0,300.0,2.256652361954378
40,3.5654200000001524,-299.0,300.0,2.1889431437169584
41,11.822471999999973,-299.0,300.0,2.2731546142799406
42,26.31723000000008,-299.0,300.0,2.279387801789215
43,2.9863029999996904,-99.0,201.0,2.093610157437898
44,57.82378899999996,-299.0,300.0,2.0333113544160786
45,41.28199499999985,-299.0,300.0,2.0890655963330618
46,30.2386320000001,-299.0,300.0,2.032968207595571
47,21.47013100000006,-299.0,300.0,1.9456531466314835
48,54.72301799999979,-299.0,300.0,1.8418244445713747
49,9.08460400000033,-299.0,300.0,1.926979509694953
50,21.256967999999876,-299.0,300.0,1.9565194280140594
51,10.853281999999798,-165.0,267.0,1.9483264855788405
52,5.967619000000202,-299.0,300.0,1.7869900851084228
53,7.090085999999829,-299.0,300.0,1.6554779654544383
54,4.270963000000183,-299.0,300.0,1.6683342375153813
55,2.661230000000181,-299.0,300.0,1.636218405377975
56,2.5169090000001226,-299.0,300.0,1.7292571935675602
